Gene Name,Chromosome,Start,End
gene:Rv0634c,Chromosome,730320,731033
gene:Rv0634A,Chromosome,731113,731364
gene:Rv0634B,Chromosome,731712,731879
gene:Rv0635,Chromosome,731930,732406
gene:Rv0636,Chromosome,732393,732821
gene:Rv0637,Chromosome,732825,733325
gene:Rv0638,Chromosome,733737,734222
gene:Rv0639,Chromosome,734254,734970
gene:Rv0640,Chromosome,735022,735450
gene:Rv0641,Chromosome,735517,736224
gene:Rv0642c,Chromosome,736298,737203
gene:Rv0643c,Chromosome,737268,738149
gene:Rv0644c,Chromosome,738297,739160
gene:Rv0645c,Chromosome,739327,740187
gene:Rv0646c,Chromosome,740234,741139
gene:Rv0647c,Chromosome,741151,742617
gene:Rv0648,Chromosome,742719,746366
gene:Rv0649,Chromosome,746363,747037
gene:Rv0650,Chromosome,747037,747945
gene:Rv0651,Chromosome,748276,748812
gene:Rv0652,Chromosome,748849,749241
gene:Rv0653c,Chromosome,749234,749929
gene:Rv0654,Chromosome,750000,751505
gene:Rv0655,Chromosome,751517,752596
gene:Rv0656c,Chromosome,752984,753367
gene:Rv0657c,Chromosome,753462,753617
gene:Rv0658c,Chromosome,753693,754409
gene:Rv0659c,Chromosome,754685,754993
gene:Rv0660c,Chromosome,754980,755225
gene:Rv0661c,Chromosome,755335,755772
gene:Rv0662c,Chromosome,755769,756023
gene:Rv0663,Chromosome,756137,758500
gene:Rv0664,Chromosome,758532,758804
gene:Rv0665,Chromosome,758801,759139
gene:Rv0666,Chromosome,759136,759309
gene:Rv0667,Chromosome,759807,763325
gene:Rv0668,Chromosome,763370,767320
gene:Rv0669c,Chromosome,767684,769597
gene:Rv0670,Chromosome,769792,770550
gene:Rv0671,Chromosome,770582,771424
gene:Rv0672,Chromosome,771484,773112
gene:Rv0673,Chromosome,773123,774061
gene:Rv0674,Chromosome,774064,774786
gene:Rv0675,Chromosome,774783,775574
gene:Rv0676c,Chromosome,775586,778480
gene:Rv0677c,Chromosome,778477,778905
gene:Rv0678,Chromosome,778990,779487
gene:Rv0679c,Chromosome,779543,780040
gene:Rv0680c,Chromosome,780042,780416
gene:Rv0681,Chromosome,780721,781311
gene:Rv0682,Chromosome,781560,781934
gene:Rv0683,Chromosome,781934,782404
gene:Rv0684,Chromosome,782485,784590
gene:Rv0685,Chromosome,784821,786011
gene:Rv0686,Chromosome,786149,786946
gene:Rv0687,Chromosome,787099,787926
gene:Rv0688,Chromosome,787940,789160
gene:Rv0689c,Chromosome,789157,789411
gene:Rv0690c,Chromosome,790024,791073
gene:Rv0691c,Chromosome,791070,791666
gene:Rv0691A,Chromosome,791658,791846
gene:Rv0692,Chromosome,791831,792160
gene:Rv0693,Chromosome,792157,793332
gene:Rv0694,Chromosome,793335,794525
gene:Rv0695,Chromosome,794715,795470
gene:Rv0696,Chromosome,795519,796931
gene:Rv0697,Chromosome,796933,798372
gene:Rv0698,Chromosome,798833,799444
gene:Rv0699,Chromosome,799629,799850
gene:Rv0700,Chromosome,800487,800792
gene:Rv0701,Chromosome,800809,801462
gene:Rv0702,Chromosome,801462,802133
gene:Rv0703,Chromosome,802133,802435
gene:Rv0704,Chromosome,802528,803370
gene:Rv0705,Chromosome,803411,803692
gene:Rv0706,Chromosome,803689,804282
gene:Rv0707,Chromosome,804282,805106
gene:Rv0708,Chromosome,805110,805526
gene:Rv0709,Chromosome,805526,805759
gene:Rv0710,Chromosome,805756,806166
gene:Rv0711,Chromosome,806335,808698
gene:Rv0712,Chromosome,808746,809645
gene:Rv0713,Chromosome,809946,810887
gene:Rv0714,Chromosome,811373,811741
gene:Rv0715,Chromosome,811742,812059
gene:Rv0716,Chromosome,812059,812622
gene:Rv0717,Chromosome,812627,812812
gene:Rv0718,Chromosome,812976,813374
gene:Rv0719,Chromosome,813398,813937
gene:Rv0720,Chromosome,813940,814308
gene:Rv0721,Chromosome,814328,814990
gene:Rv0722,Chromosome,814993,815190
gene:Rv0723,Chromosome,815190,815630
gene:Rv0724,Chromosome,815663,817534
gene:Rv0724A,Chromosome,817531,817866
gene:Rv0725c,Chromosome,817539,818444
gene:Rv0726c,Chromosome,818537,819640
gene:Rv0727c,Chromosome,819843,820499
gene:Rv0728c,Chromosome,820496,821476
gene:Rv0729,Chromosome,821507,822853
gene:Rv0730,Chromosome,822866,823594
gene:Rv0731c,Chromosome,823683,824639
gene:Rv0732,Chromosome,824800,826125
gene:Rv0733,Chromosome,826122,826667
gene:Rv0734,Chromosome,826670,827470
gene:Rv0735,Chromosome,827543,828076
gene:Rv0736,Chromosome,828140,828892
gene:Rv0737,Chromosome,829207,829704
gene:Rv0738,Chromosome,830062,830610
gene:Rv0739,Chromosome,830855,831661
gene:Rv0740,Chromosome,831776,832303
gene:Rv0741,Chromosome,832534,832848
gene:Rv0742,Chromosome,832981,833508
gene:Rv0743c,Chromosome,833886,834443
gene:Rv0744c,Chromosome,834440,834946
gene:Rv0745,Chromosome,835154,835681
gene:Rv0746,Chromosome,835701,838052
gene:Rv0747,Chromosome,838451,840856
gene:Rv0748,Chromosome,840947,841204
gene:Rv0749,Chromosome,841228,841656
gene:Rv0749A,Chromosome,841737,841874
gene:Rv0750,Chromosome,842033,842278
gene:Rv0751c,Chromosome,842347,843231
gene:Rv0752c,Chromosome,843242,844414
gene:Rv0753c,Chromosome,844421,845953
gene:Rv0754,Chromosome,846159,847913
gene:Rv0755c,Chromosome,848103,850040
gene:Rv0755A,Chromosome,850342,850527
gene:Rv0756c,Chromosome,850741,851466
gene:Rv0757,Chromosome,851608,852351
gene:Rv0758,Chromosome,852396,853853
gene:Rv0759c,Chromosome,853825,854157
gene:Rv0760c,Chromosome,854267,854686
gene:Rv0761c,Chromosome,854699,855826
gene:Rv0762c,Chromosome,855925,856470
gene:Rv0763c,Chromosome,856473,856679
gene:Rv0764c,Chromosome,856682,858037
gene:Rv0765c,Chromosome,858037,858864
gene:Rv0766c,Chromosome,858864,860072
gene:Rv0767c,Chromosome,860069,860710
gene:Rv0768,Chromosome,860912,862381
gene:Rv0769,Chromosome,862412,863158
gene:Rv0770,Chromosome,863256,864143
gene:Rv0771,Chromosome,864140,864574
gene:Rv0772,Chromosome,864586,865854
gene:Rv0773c,Chromosome,865851,867389
gene:Rv0774c,Chromosome,867440,868351
gene:Rv0775,Chromosome,868407,869030
gene:Rv0776c,Chromosome,868984,869763
gene:Rv0777,Chromosome,870008,871426
gene:Rv0778,Chromosome,871431,872675
gene:Rv0779c,Chromosome,872672,873292
gene:Rv0780,Chromosome,873343,874236
gene:Rv0781,Chromosome,874233,874943
gene:Rv0782,Chromosome,874732,876390
gene:Rv0783c,Chromosome,876818,878440
gene:Rv0784,Chromosome,878638,879324
gene:Rv0785,Chromosome,879340,881040
gene:Rv0786c,Chromosome,881075,881464
gene:Rv0787,Chromosome,881459,882418
gene:Rv0787A,Chromosome,882524,882763
gene:Rv0788,Chromosome,882760,883434
gene:Rv0789c,Chromosome,883451,884050
gene:Rv0790c,Chromosome,884072,884800
gene:Rv0791c,Chromosome,884797,885840
gene:Rv0792c,Chromosome,885837,886646
gene:Rv0793,Chromosome,886719,887024
gene:Rv0794c,Chromosome,887137,888636
gene:Rv0795,Chromosome,889072,889398
gene:Rv0796,Chromosome,889347,890333
gene:Rv0797,Chromosome,890388,891482
gene:Rv0798c,Chromosome,891472,892269
gene:Rv0799c,Chromosome,892266,893273
gene:Rv0800,Chromosome,893318,894619
gene:Rv0801,Chromosome,894631,894978
gene:Rv0802c,Chromosome,894972,895628
gene:Rv0803,Chromosome,895820,898084
gene:Rv0804,Chromosome,898081,898710
gene:Rv0805,Chromosome,898831,899787
gene:Rv0806c,Chromosome,899732,901330
gene:Rv0807,Chromosome,901635,902024
gene:Rv0808,Chromosome,902111,903694
gene:Rv0809,Chromosome,903725,904819
gene:Rv0810c,Chromosome,904905,905087
gene:Rv0811c,Chromosome,905234,906340
gene:Rv0812,Chromosome,906423,907292
gene:Rv0813c,Chromosome,907338,908018
gene:Rv0814c,Chromosome,908181,908483
gene:Rv0815c,Chromosome,908485,909318
gene:Rv0816c,Chromosome,909611,910033
gene:Rv0817c,Chromosome,910030,910842
gene:Rv0818,Chromosome,910972,911739
gene:Rv0819,Chromosome,911736,912683
gene:Rv0820,Chromosome,912726,913502
gene:Rv0821c,Chromosome,913558,914199
gene:Rv0822c,Chromosome,914257,916311
gene:Rv0823c,Chromosome,916477,917646
gene:Rv0824c,Chromosome,917734,918750
gene:Rv0825c,Chromosome,918912,919553
gene:Rv0826,Chromosome,919634,920689
gene:Rv0827c,Chromosome,920741,921133
gene:Rv0828c,Chromosome,921191,921613
gene:Rv0829,Chromosome,921575,921865
gene:Rv0830,Chromosome,921970,922875
gene:Rv0831c,Chromosome,922894,923709
gene:Rv0832,Chromosome,924951,925364
gene:Rv0833,Chromosome,925361,927610
gene:Rv0834c,Chromosome,927837,930485
gene:Rv0835,Chromosome,930953,931597
gene:Rv0836c,Chromosome,932279,932932
gene:Rv0837c,Chromosome,933003,934031
gene:Rv0838,Chromosome,934720,935490
gene:Rv0839,Chromosome,935577,936389
gene:Rv0840c,Chromosome,936457,937317
gene:Rv0841,Chromosome,937593,937835
gene:Rv0842,Chromosome,938112,939404
gene:Rv0843,Chromosome,939388,940392
gene:Rv0844c,Chromosome,940456,941106
gene:Rv0845,Chromosome,941190,942467
gene:Rv0846c,Chromosome,942680,944194
gene:Rv0847,Chromosome,944343,944735
gene:Rv0848,Chromosome,944938,946056
gene:Rv0849,Chromosome,946056,947315
gene:Rv0850,Chromosome,947312,947644
gene:Rv0851c,Chromosome,947641,948468
gene:Rv0852,Chromosome,948559,949395
gene:Rv0853c,Chromosome,949436,951118
gene:Rv0854,Chromosome,951183,951626
gene:Rv0855,Chromosome,951632,952711
gene:Rv0856,Chromosome,952825,953229
gene:Rv0857,Chromosome,953257,953730
gene:Rv0858c,Chromosome,953727,954920
gene:Rv0859,Chromosome,955077,956288
gene:Rv0860,Chromosome,956293,958455
gene:Rv0861c,Chromosome,958523,960151
gene:Rv0862c,Chromosome,960342,962612
gene:Rv0863,Chromosome,962599,962880
gene:Rv0864,Chromosome,962890,963393
gene:Rv0865,Chromosome,963390,963872
gene:Rv0866,Chromosome,963869,964294
gene:Rv0867c,Chromosome,964312,965535
gene:Rv0868c,Chromosome,965983,966261
gene:Rv0869c,Chromosome,966265,967347
gene:Rv0870c,Chromosome,967344,967733
gene:Rv0871,Chromosome,967898,968305
gene:Rv0872c,Chromosome,968424,970244
gene:Rv0873,Chromosome,970505,972457
gene:Rv0874c,Chromosome,972546,973706
gene:Rv0875c,Chromosome,973806,974294
gene:Rv0876c,Chromosome,974291,975937
gene:Rv0877,Chromosome,976075,976863
gene:Rv0878c,Chromosome,976872,978203
gene:Rv0879c,Chromosome,978481,978756
gene:Rv0880,Chromosome,978934,979365
gene:Rv0881,Chromosome,979362,980228
gene:Rv0882,Chromosome,980225,980509
gene:Rv0883c,Chromosome,980506,981267
gene:Rv0884c,Chromosome,981424,982554
gene:Rv0885,Chromosome,982762,983784
gene:Rv0886,Chromosome,983803,985530
gene:Rv0887c,Chromosome,985513,985971
gene:Rv0888,Chromosome,987233,988705
gene:Rv0889c,Chromosome,988740,989861
gene:Rv0890c,Chromosome,989948,992596
gene:Rv0891c,Chromosome,992598,993455
gene:Rv0892,Chromosome,993853,995340
gene:Rv0893c,Chromosome,995318,996295
gene:Rv0894,Chromosome,996524,997705
gene:Rv0895,Chromosome,997782,999299
gene:Rv0896,Chromosome,999472,1000767
gene:Rv0897c,Chromosome,1000808,1002415
gene:Rv0898c,Chromosome,1002441,1002704
gene:Rv0899,Chromosome,1002812,1003792
gene:Rv0900,Chromosome,1003805,1003957
gene:Rv0901,Chromosome,1003957,1004484
gene:Rv0902c,Chromosome,1004501,1005841
gene:Rv0903c,Chromosome,1005852,1006562
gene:Rv0904c,Chromosome,1006693,1008180
gene:Rv0905,Chromosome,1008207,1008938
gene:Rv0906,Chromosome,1008944,1010062
gene:Rv0907,Chromosome,1010136,1011734
gene:Rv0908,Chromosome,1011731,1014124
gene:Rv0909,Chromosome,1014681,1014860
gene:Rv0910,Chromosome,1014866,1015300
gene:Rv0911,Chromosome,1015398,1016171
gene:Rv0912,Chromosome,1016236,1016685
gene:Rv0913c,Chromosome,1017217,1018725
gene:Rv0914c,Chromosome,1018727,1019965
gene:Rv0915c,Chromosome,1020058,1021329
gene:Rv0916c,Chromosome,1021344,1021643
gene:Rv0917,Chromosome,1022087,1023868
gene:Rv0918,Chromosome,1024211,1024687
gene:Rv0919,Chromosome,1024684,1025184
gene:Rv0920c,Chromosome,1025497,1026816
gene:Rv0921,Chromosome,1027104,1027685
gene:Rv0922,Chromosome,1027685,1029337
gene:Rv0923c,Chromosome,1029513,1030577
gene:Rv0924c,Chromosome,1030578,1031864
gene:Rv0925c,Chromosome,1031896,1032633
gene:Rv0926c,Chromosome,1032710,1033786
gene:Rv0927c,Chromosome,1033840,1034631
gene:Rv0928,Chromosome,1034903,1036015
gene:Rv0929,Chromosome,1036028,1037002
gene:Rv0930,Chromosome,1036999,1037925
gene:Rv0931c,Chromosome,1037920,1039914
gene:Rv0932c,Chromosome,1039936,1041048
gene:Rv0933,Chromosome,1041264,1042094
gene:Rv0934,Chromosome,1042115,1043239
gene:Rv0935,Chromosome,1043299,1044315
gene:Rv0936,Chromosome,1044317,1045222
gene:Rv0937c,Chromosome,1045199,1046020
gene:Rv0938,Chromosome,1046136,1048415
gene:Rv0939,Chromosome,1048412,1050346
gene:Rv0940c,Chromosome,1050593,1051459
gene:Rv0941c,Chromosome,1051544,1052317
gene:Rv0942,Chromosome,1052360,1052638
gene:Rv0943c,Chromosome,1052696,1053736
gene:Rv0944,Chromosome,1053765,1054241
gene:Rv0945,Chromosome,1054247,1055008
gene:Rv0946c,Chromosome,1055024,1056685
gene:Rv0948c,Chromosome,1057646,1057963
gene:Rv0949,Chromosome,1058260,1060575
gene:Rv0950c,Chromosome,1060656,1061654
gene:Rv0951,Chromosome,1061964,1063127
gene:Rv0952,Chromosome,1063140,1064051
gene:Rv0953c,Chromosome,1064114,1064962
gene:Rv0954,Chromosome,1065127,1066038
gene:Rv0955,Chromosome,1066078,1067445
gene:Rv0956,Chromosome,1067561,1068208
gene:Rv0957,Chromosome,1068205,1069776
gene:Rv0958,Chromosome,1069883,1071262
gene:Rv0959,Chromosome,1071255,1073273
gene:Rv0959A,Chromosome,1073327,1073548
gene:Rv0960,Chromosome,1073545,1073928
gene:Rv0961,Chromosome,1074074,1074421
gene:Rv0962c,Chromosome,1074440,1075114
gene:Rv0963c,Chromosome,1075297,1076097
gene:Rv0964c,Chromosome,1076196,1076678
gene:Rv0965c,Chromosome,1076778,1077197
gene:Rv0966c,Chromosome,1077233,1077835
gene:Rv0967,Chromosome,1077975,1078334
gene:Rv0968,Chromosome,1078391,1078687
gene:Rv0969,Chromosome,1078743,1081055
gene:Rv0970,Chromosome,1081052,1081684
gene:Rv0971c,Chromosome,1081775,1082584
gene:Rv0972c,Chromosome,1082584,1083750
gene:Rv0973c,Chromosome,1083747,1085750
gene:Rv0974c,Chromosome,1085756,1087345
gene:Rv0975c,Chromosome,1087348,1088496
gene:Rv0976c,Chromosome,1088493,1090175
gene:Rv0977,Chromosome,1090373,1093144
gene:Rv0978c,Chromosome,1093361,1094356
gene:Rv0979c,Chromosome,1094670,1094864
gene:Rv0979A,Chromosome,1094886,1095059
gene:Rv0980c,Chromosome,1095078,1096451
gene:Rv0981,Chromosome,1096822,1097508
gene:Rv0982,Chromosome,1097508,1099022
gene:Rv0983,Chromosome,1099066,1100460
gene:Rv0984,Chromosome,1100460,1101005
gene:Rv0985c,Chromosome,1101025,1101480
gene:Rv0986,Chromosome,1101803,1102549
gene:Rv0987,Chromosome,1102542,1105109
gene:Rv0988,Chromosome,1105116,1106276
gene:Rv0989c,Chromosome,1106405,1107382
gene:Rv0990c,Chromosome,1107443,1108099
gene:Rv0991c,Chromosome,1108172,1108504
gene:Rv0992c,Chromosome,1108578,1109171
gene:Rv0993,Chromosome,1109272,1110192
gene:Rv0994,Chromosome,1110269,1111549
gene:Rv0995,Chromosome,1111612,1112223
gene:Rv0996,Chromosome,1112384,1113460
gene:Rv0997,Chromosome,1114293,1114724
gene:Rv0998,Chromosome,1114748,1115749
gene:Rv0999,Chromosome,1115767,1116525
gene:Rv1000c,Chromosome,1116531,1117148
gene:Rv1001,Chromosome,1117185,1118393
gene:Rv1002c,Chromosome,1118428,1119939
gene:Rv1003,Chromosome,1120022,1120879
gene:Rv1004c,Chromosome,1120889,1122148
gene:Rv1005c,Chromosome,1122222,1123598
gene:Rv1006,Chromosome,1123714,1125417
gene:Rv1007c,Chromosome,1125444,1127003
gene:Rv1008,Chromosome,1127089,1127883
gene:Rv1009,Chromosome,1128091,1129179
gene:Rv1010,Chromosome,1129152,1130105
gene:Rv1011,Chromosome,1130191,1131111
gene:Rv1012,Chromosome,1131128,1131421
gene:Rv1013,Chromosome,1131625,1133259
gene:Rv1014c,Chromosome,1133333,1133908
gene:Rv1015c,Chromosome,1133921,1134568
gene:Rv1016c,Chromosome,1134785,1135465
gene:Rv1017c,Chromosome,1135501,1136481
gene:Rv1018c,Chromosome,1136573,1138060
gene:Rv1019,Chromosome,1138315,1138908
gene:Rv1020,Chromosome,1138967,1142671
gene:Rv1021,Chromosome,1142671,1143648
gene:Rv1022,Chromosome,1143736,1144467
gene:Rv1023,Chromosome,1144564,1145853
gene:Rv1024,Chromosome,1145858,1146544
gene:Rv1025,Chromosome,1146561,1147028
gene:Rv1026,Chromosome,1147019,1147978
gene:Rv1027c,Chromosome,1148427,1149107
gene:Rv1028c,Chromosome,1149104,1151686
gene:Rv1028A,Chromosome,1151920,1152012
gene:Rv1029,Chromosome,1152012,1153727
gene:Rv1030,Chromosome,1153724,1155853
gene:Rv1031,Chromosome,1155853,1156422
gene:Rv1032c,Chromosome,1156426,1157955
gene:Rv1033c,Chromosome,1157963,1158736
gene:Rv1034c,Chromosome,1158918,1159307
gene:Rv1035c,Chromosome,1159375,1160061
gene:Rv1036c,Chromosome,1160095,1160433
gene:Rv1037c,Chromosome,1160544,1160828
gene:Rv1038c,Chromosome,1160855,1161151
gene:Rv1039c,Chromosome,1161297,1162472
gene:Rv1040c,Chromosome,1162549,1163376
gene:Rv1041c,Chromosome,1164572,1165435
gene:Rv1042c,Chromosome,1165092,1165499
gene:Rv1043c,Chromosome,1165781,1166806
gene:Rv1044,Chromosome,1167053,1167676
gene:Rv1045,Chromosome,1167673,1168554
gene:Rv1046c,Chromosome,1168704,1169228
gene:Rv1047,Chromosome,1169423,1170670
gene:Rv1048c,Chromosome,1171038,1172153
gene:Rv1049,Chromosome,1172386,1172832
gene:Rv1050,Chromosome,1172881,1173786
gene:Rv1051c,Chromosome,1173945,1174700
gene:Rv1052,Chromosome,1175723,1176112
gene:Rv1053c,Chromosome,1176011,1176286
gene:Rv1054,Chromosome,1176928,1177242
gene:Rv1055,Chromosome,1177239,1177373
gene:Rv1056,Chromosome,1177628,1178392
gene:Rv1057,Chromosome,1179396,1180577
gene:Rv1058,Chromosome,1180684,1182315
gene:Rv1059,Chromosome,1182391,1183455
gene:Rv1060,Chromosome,1183508,1183981
gene:Rv1061,Chromosome,1184015,1184878
gene:Rv1062,Chromosome,1184883,1185740
gene:Rv1063c,Chromosome,1185741,1186823
gene:Rv1064c,Chromosome,1186904,1187323
gene:Rv1065,Chromosome,1187435,1188001
gene:Rv1066,Chromosome,1187998,1188393
gene:Rv1067c,Chromosome,1188421,1190424
gene:Rv1068c,Chromosome,1190757,1192148
gene:Rv1069c,Chromosome,1192510,1194273
gene:Rv1070c,Chromosome,1194270,1195043
gene:Rv1071c,Chromosome,1195055,1196092
gene:Rv1072,Chromosome,1196279,1197115
gene:Rv1073,Chromosome,1197231,1198082
gene:Rv1074c,Chromosome,1198156,1199373
gene:Rv1075c,Chromosome,1199426,1200370
gene:Rv1076,Chromosome,1200767,1201660
gene:Rv1077,Chromosome,1201717,1203111
gene:Rv1078,Chromosome,1203313,1204035
gene:Rv1079,Chromosome,1204067,1205233
gene:Rv1080c,Chromosome,1205304,1205798
gene:Rv1081c,Chromosome,1205984,1206418
gene:Rv1082,Chromosome,1206520,1207386
gene:Rv1083,Chromosome,1207383,1207649
gene:Rv1084,Chromosome,1207636,1209657
gene:Rv1085c,Chromosome,1209756,1210484
gene:Rv1086,Chromosome,1210595,1211383
gene:Rv1087,Chromosome,1211560,1213863
gene:Rv1087A,Chromosome,1214040,1214360
gene:Rv1088,Chromosome,1214513,1214947
gene:Rv1089,Chromosome,1214769,1215131
gene:Rv1089A,Chromosome,1215517,1215621
gene:Rv1090,Chromosome,1215599,1216054
gene:Rv1091,Chromosome,1216469,1219030
gene:Rv1092c,Chromosome,1219248,1220186
gene:Rv1093,Chromosome,1220574,1221854
gene:Rv1094,Chromosome,1221959,1222786
gene:Rv1095,Chromosome,1222997,1224298
gene:Rv1096,Chromosome,1224385,1225260
gene:Rv1097c,Chromosome,1225263,1226144
gene:Rv1098c,Chromosome,1226141,1227565
gene:Rv1099c,Chromosome,1227596,1228684
gene:Rv1100,Chromosome,1228683,1229384
gene:Rv1101c,Chromosome,1229391,1230548
gene:Rv1102c,Chromosome,1230660,1230971
gene:Rv1103c,Chromosome,1230971,1231291
gene:Rv1104,Chromosome,1231301,1231990
gene:Rv1105,Chromosome,1232311,1232826
gene:Rv1106c,Chromosome,1232844,1233956
gene:Rv1107c,Chromosome,1233966,1234223
gene:Rv1108c,Chromosome,1234213,1235460
gene:Rv1109c,Chromosome,1235457,1236095
gene:Rv1110,Chromosome,1236185,1237192
gene:Rv1111c,Chromosome,1237209,1238192
gene:Rv1112,Chromosome,1238255,1239328
gene:Rv1113,Chromosome,1239416,1239613
gene:Rv1114,Chromosome,1239610,1239984
gene:Rv1115,Chromosome,1240187,1240885
gene:Rv1116,Chromosome,1241003,1241188
gene:Rv1116A,Chromosome,1241115,1241390
gene:Rv1117,Chromosome,1241633,1241956
gene:Rv1118c,Chromosome,1241971,1242831
gene:Rv1119c,Chromosome,1242864,1243013
gene:Rv1120c,Chromosome,1243010,1243504
gene:Rv1121,Chromosome,1243707,1245107
gene:Rv1122,Chromosome,1245129,1246151
gene:Rv1123c,Chromosome,1246144,1247052
gene:Rv1124,Chromosome,1247127,1248077
gene:Rv1125,Chromosome,1248082,1249326
gene:Rv1126c,Chromosome,1249330,1249935
gene:Rv1127c,Chromosome,1249932,1251404
gene:Rv1128c,Chromosome,1251617,1252972
gene:Rv1129c,Chromosome,1253074,1254534
gene:Rv1130,Chromosome,1254555,1256135
gene:Rv1131,Chromosome,1256132,1257313
gene:Rv1132,Chromosome,1257325,1259055
gene:Rv1133c,Chromosome,1259067,1261346
gene:Rv1134,Chromosome,1261922,1262158
gene:Rv1135c,Chromosome,1262272,1264128
gene:Rv1135A,Chromosome,1264314,1264556
gene:Rv1136,Chromosome,1264606,1264947
gene:Rv1137c,Chromosome,1265087,1265455
gene:Rv1138c,Chromosome,1265472,1266488
gene:Rv1139c,Chromosome,1266485,1266985
gene:Rv1140,Chromosome,1267347,1268195
gene:Rv1141c,Chromosome,1268203,1269009
gene:Rv1142c,Chromosome,1269152,1269958
gene:Rv1143,Chromosome,1270062,1271144
gene:Rv1144,Chromosome,1271156,1271908
gene:Rv1145,Chromosome,1272423,1273334
gene:Rv1146,Chromosome,1273355,1274767
gene:Rv1147,Chromosome,1274900,1275550
gene:Rv1148c,Chromosome,1276300,1277748
gene:Rv1149,Chromosome,1277893,1278300
gene:Rv1151c,Chromosome,1278904,1279617
gene:Rv1152,Chromosome,1279655,1280020
gene:Rv1153c,Chromosome,1279998,1280846
gene:Rv1154c,Chromosome,1280843,1281484
gene:Rv1155,Chromosome,1281429,1281872
gene:Rv1156,Chromosome,1282306,1282893
gene:Rv1157c,Chromosome,1283056,1284171
gene:Rv1158c,Chromosome,1284179,1284862
gene:Rv1159,Chromosome,1284992,1286287
gene:Rv1159A,Chromosome,1286284,1286568
gene:Rv1160,Chromosome,1286595,1287020
gene:Rv1161,Chromosome,1287328,1291026
gene:Rv1162,Chromosome,1291065,1292741
gene:Rv1163,Chromosome,1292798,1293403
gene:Rv1164,Chromosome,1293406,1294146
gene:Rv1165,Chromosome,1294168,1296054
gene:Rv1166,Chromosome,1296152,1298059
gene:Rv1167c,Chromosome,1298087,1298692
gene:Rv1168c,Chromosome,1298764,1299804
gene:Rv1169c,Chromosome,1299822,1300124
gene:Rv1170,Chromosome,1300304,1301215
gene:Rv1171,Chromosome,1301307,1301747
gene:Rv1172c,Chromosome,1301755,1302681
gene:Rv1173,Chromosome,1302931,1305501
gene:Rv1174c,Chromosome,1305669,1306001
gene:Rv1175c,Chromosome,1306202,1308226
gene:Rv1176c,Chromosome,1308223,1308792
gene:Rv1177,Chromosome,1309005,1309331
gene:Rv1178,Chromosome,1309364,1310452
gene:Rv1179c,Chromosome,1310480,1313299
gene:Rv1180,Chromosome,1313725,1315191
gene:Rv1181,Chromosome,1315234,1319982
gene:Rv1182,Chromosome,1320035,1321453
gene:Rv1183,Chromosome,1321520,1324528
gene:Rv1184c,Chromosome,1324532,1325611
gene:Rv1185c,Chromosome,1325776,1327512
gene:Rv1186c,Chromosome,1327689,1329305
gene:Rv1187,Chromosome,1329390,1331021
gene:Rv1188,Chromosome,1331021,1332010
gene:Rv1189,Chromosome,1332092,1332964
gene:Rv1190,Chromosome,1332980,1333858
gene:Rv1191,Chromosome,1333931,1334845
gene:Rv1192,Chromosome,1334927,1335754
gene:Rv1193,Chromosome,1335794,1337215
gene:Rv1194c,Chromosome,1337248,1338513
gene:Rv1195,Chromosome,1339003,1339302
gene:Rv1196,Chromosome,1339349,1340524
gene:Rv1197,Chromosome,1340659,1340955
gene:Rv1198,Chromosome,1341006,1341290
gene:Rv1199c,Chromosome,1341358,1342605
gene:Rv1200,Chromosome,1342942,1344219
gene:Rv1201c,Chromosome,1344216,1345169
gene:Rv1202,Chromosome,1345260,1346324
gene:Rv1203c,Chromosome,1346321,1346905
gene:Rv1204c,Chromosome,1346936,1348624
gene:Rv1205,Chromosome,1348719,1349282
gene:Rv1206,Chromosome,1349332,1351125
gene:Rv1207,Chromosome,1351191,1352147
gene:Rv1208,Chromosome,1352144,1353118
gene:Rv1209,Chromosome,1353157,1353525
gene:Rv1210,Chromosome,1353522,1354136
gene:Rv1211,Chromosome,1354243,1354470
gene:Rv1212c,Chromosome,1354498,1355661
gene:Rv1213,Chromosome,1355836,1357050
gene:Rv1214c,Chromosome,1357293,1357625
gene:Rv1215c,Chromosome,1357759,1359444
gene:Rv1216c,Chromosome,1359472,1360146
gene:Rv1217c,Chromosome,1360155,1361801
gene:Rv1218c,Chromosome,1361798,1362733
gene:Rv1219c,Chromosome,1362723,1363361
gene:Rv1220c,Chromosome,1363503,1364150
gene:Rv1221,Chromosome,1364413,1365186
gene:Rv1222,Chromosome,1365344,1365808
gene:Rv1223,Chromosome,1365875,1367461
gene:Rv1224,Chromosome,1367463,1367858
gene:Rv1225c,Chromosome,1367891,1368721
gene:Rv1226c,Chromosome,1368832,1370295
gene:Rv1227c,Chromosome,1370292,1370825
gene:Rv1228,Chromosome,1370920,1371477
gene:Rv1229c,Chromosome,1371777,1372949
gene:Rv1230c,Chromosome,1372962,1374197
gene:Rv1231c,Chromosome,1374322,1374864
gene:Rv1232c,Chromosome,1374861,1376168
gene:Rv1233c,Chromosome,1376230,1376826
gene:Rv1234,Chromosome,1376976,1377503
gene:Rv1235,Chromosome,1377524,1378930
gene:Rv1236,Chromosome,1378927,1379850
gene:Rv1237,Chromosome,1379855,1380679
gene:Rv1238,Chromosome,1380684,1381865
gene:Rv1239c,Chromosome,1381942,1383042
