name,Country,Sport,Height
Kelly Reeves,USA,Basketball,2.02
Daniel Jenkins,USA,Badminton,1.8
David Hanson,USA,Badminton,1.83
Maurice Parker,South Korea,Badminton,1.73
Brenda Vaughn,South Korea,Basketball,2.13
Emily Compton,USA,Archery,1.7
Jonathan Dickson,USA,Badminton,1.88
Mark Parks,USA,Archery,1.62
Barbara Haynes,Denmark,Badminton,2.02
Ashley Francis,South Korea,Badminton,2.06
Steven Mendoza,USA,Badminton,1.87
Robert Thompson,South Korea,Badminton,1.92
Abigail Johnson,NZ,Badminton,2.19
Debra Harris,USA,Badminton,1.86
Jacob Zimmerman,South Korea,Basketball,1.95
Mary Wilson,USA,Basketball,2.08
Lisa Smith,Denmark,Basketball,2.16
Aaron Jackson,South Korea,Badminton,1.93
Kimberly Cohen,USA,Archery,1.73
Kathryn Newton,USA,Badminton,1.9
Mrs. Heather Wilson,USA,Badminton,1.78
Ann Kim,USA,Archery,1.74
Alicia Hartman,NZ,Basketball,2.19
Kevin Phillips,USA,Badminton,1.82
James Barr,USA,Basketball,1.83
Angela Conley,USA,Basketball,1.91
Dr. Tammie Mcknight,USA,Archery,1.5
Jesus Reed,NZ,Basketball,1.9
Glenn Scott,USA,Badminton,2.08
Autumn Bell,USA,Archery,1.76
Tamara Miller,USA,Basketball,1.87
James Simmons,USA,Badminton,1.88
Jeremy Hernandez,South Korea,Archery,1.84
Eric Lewis,USA,Basketball,2.04
Morgan Garrett,Denmark,Badminton,1.78
Rita Roman,USA,Badminton,1.99
Kimberly Walsh,NZ,Archery,1.73
Michelle Shah,South Korea,Archery,1.66
Jonathan Benton,USA,Basketball,1.97
Jonathan Peters,USA,Basketball,1.9
Thomas Gordon,NZ,Archery,1.84
Brittany Faulkner,Denmark,Badminton,1.91
Bryce Ellis,NZ,Badminton,1.97
Johnathan Gray,USA,Basketball,1.96
Dr. Kristina Carter,USA,Archery,1.93
Victoria Turner,USA,Badminton,1.94
Scott Wood,South Korea,Archery,1.5
Stacy Haynes,South Korea,Archery,1.6
Sherry Cole,NZ,Archery,1.84
Vincent Pennington,USA,Badminton,1.96
Timothy Lee,USA,Archery,1.61
Pamela Powell,USA,Badminton,1.9
Amanda Martin,Denmark,Archery,1.6
Bruce Moran,USA,Archery,1.79
Stacie Weeks,USA,Basketball,2.22
Jeremy Saunders DVM,USA,Basketball,1.99
Amber Higgins,USA,Basketball,1.91
Margaret Nolan,Denmark,Badminton,1.87
Joshua Williams,South Korea,Archery,1.73
Angela Griffith,USA,Archery,1.74
Ashley Park,NZ,Badminton,1.64
Amanda Hall,South Korea,Basketball,2.22
Karen Wiley,NZ,Archery,1.6
Jeffrey Warner,USA,Badminton,1.77
Michael Blackburn,South Korea,Basketball,1.89
Jeffery Thomas,USA,Archery,1.58
Robert Ewing,South Korea,Archery,1.81
Michael Roberts,USA,Badminton,1.89
Billy Hutchinson,USA,Basketball,2.11
Katie Ford,USA,Basketball,2.05
Sharon Christensen,USA,Badminton,1.97
Erin Townsend,USA,Archery,1.65
Matthew Herring,NZ,Badminton,1.93
Margaret Leon,USA,Archery,1.62
Wendy Norris,USA,Archery,1.63
Dorothy Ramirez,South Korea,Badminton,1.66
Justin Davis,Denmark,Badminton,1.92
Gene Schroeder,USA,Badminton,1.71
Joshua Martinez,USA,Basketball,2.11
Kenneth Lee,USA,Badminton,1.92
John Welch,Denmark,Archery,1.72
Steven Moore,South Korea,Badminton,1.72
Jason Adams,USA,Archery,1.54
Gregory Stanley,USA,Archery,1.79
Logan Morrison,Denmark,Basketball,1.94
Jeremy Lane,NZ,Archery,1.72
Kyle Singh,Denmark,Archery,1.7
Robert Koch,NZ,Archery,1.69
Kristina Allen,USA,Basketball,2.02
Jonathan Johnson,USA,Basketball,2.21
Margaret Rowe,South Korea,Basketball,2.16
Michelle Peters,South Korea,Badminton,1.67
Kathleen Holloway,USA,Badminton,1.87
Tina Lowe,South Korea,Badminton,1.69
Cynthia Wright,Denmark,Badminton,1.96
Carla Johnson,NZ,Basketball,2.06
Arthur Campos,USA,Archery,1.8
Nicholas Russell,USA,Badminton,1.96
Chad Garcia,South Korea,Archery,1.73
Carol Cole,NZ,Basketball,2.04
Stephanie Perez,USA,Archery,1.71
Susan Lopez,South Korea,Basketball,1.97
Katherine Wright,USA,Archery,1.62
Ernest Ramirez,USA,Basketball,2.14
Michael Vargas,USA,Basketball,2.13
David Hernandez,USA,Archery,1.51
Brad Henderson,USA,Archery,1.74
Courtney Pittman,USA,Badminton,1.91
Rebecca Garrett MD,USA,Badminton,2.02
Michael Stevens,USA,Archery,1.76
Tammy Miller,Denmark,Badminton,1.71
Mrs. Michelle Johnson,USA,Badminton,1.88
Mary Kelley,USA,Basketball,2.11
Natasha Scott,USA,Archery,1.68
Ryan Ramirez,USA,Basketball,2.24
Miss Kelly Boone,USA,Badminton,1.83
Peter Mcneil,USA,Badminton,1.74
Alexandra Jackson,USA,Basketball,2.14
Jon Aguilar,USA,Badminton,2.02
Scott Bishop,South Korea,Basketball,2.3
Henry Jimenez,South Korea,Archery,1.55
Dennis Baker,NZ,Badminton,1.85
Samantha Williams,USA,Basketball,2.22
Jennifer Ibarra,USA,Badminton,2.14
Michelle Gomez,USA,Archery,1.71
Stephanie Gonzalez,USA,Basketball,2.16
Christopher Bowen,Denmark,Archery,1.8
Shannon Sims,South Korea,Basketball,2.14
Janet Cox,NZ,Archery,1.63
Sarah Hanson,NZ,Basketball,2.05
Jordan Conner,Denmark,Basketball,2.01
Mr. Scott Stanley,USA,Badminton,1.84
Stephanie Fischer,USA,Archery,1.83
Crystal Olson,NZ,Badminton,1.99
Curtis Wilson,USA,Basketball,2.0
Christine Oliver,NZ,Archery,1.7
Amanda Smith,South Korea,Badminton,1.89
William Wilson,USA,Basketball,1.99
Susan Payne,USA,Basketball,2.13
Daniel Young,NZ,Basketball,1.99
Jackson Evans,USA,Basketball,1.8
Kaitlin Miller,USA,Archery,1.5
Jennifer Berg,USA,Badminton,1.86
Luke Carlson III,NZ,Badminton,1.96
Jamie Orozco,USA,Basketball,1.97
Jacob Vargas,NZ,Archery,1.76
Amanda Cordova,USA,Archery,1.72
Kelly Montoya,USA,Basketball,2.26
Dr. Katherine Berg,Denmark,Archery,1.76
Diana Deleon,USA,Basketball,2.07
Christina Cox,USA,Archery,1.8
Casey Perez,NZ,Basketball,1.73
Taylor Price,USA,Archery,1.66
Kathy Stone,USA,Basketball,2.04
Craig Flores,NZ,Archery,1.84
Victoria Adams,South Korea,Archery,1.75
Jerry Zamora,USA,Archery,1.82
Jacob Taylor,USA,Archery,1.73
Rickey Moore,South Korea,Basketball,1.98
Tara Mullins,South Korea,Archery,1.82
Carrie Wood,USA,Badminton,1.81
Pamela Fisher,South Korea,Badminton,1.96
Cameron Bell,USA,Basketball,1.94
Joshua Murphy,USA,Badminton,1.84
Jacqueline Harper,NZ,Badminton,1.92
Andrew Galloway,Denmark,Badminton,1.99
Anthony Merritt,Denmark,Badminton,1.92
Jeffrey Sutton,USA,Archery,1.59
Nathan Bell,USA,Basketball,1.88
Emily Peterson,Denmark,Badminton,1.8
Melissa Kelly,South Korea,Basketball,1.81
Michael Andrews,USA,Basketball,1.97
Lindsey Underwood,USA,Archery,1.65
Eileen Jones,South Korea,Basketball,2.0
Felicia Cameron,Denmark,Archery,1.7
Katrina Kim,USA,Archery,1.59
Gregory Ortega MD,Denmark,Basketball,1.94
Ruth Brown,South Korea,Archery,1.75
Christine Reyes,USA,Badminton,2.09
Latoya Vargas,USA,Badminton,1.95
Carl Bates,USA,Basketball,2.25
Omar Moore,Denmark,Archery,1.83
Crystal Guerrero,NZ,Basketball,2.16
Jay Fry,USA,Badminton,1.99
Wanda Lewis,South Korea,Archery,1.6
James Anderson,USA,Archery,1.81
Lisa Miller,USA,Basketball,2.04
Nicholas Miller,USA,Badminton,1.82
Jill Jackson,USA,Badminton,1.96
Susan Chandler,USA,Badminton,1.95
Terry Pearson,USA,Badminton,2.04
Yvonne Hoover,South Korea,Archery,1.74
Michael Brewer,South Korea,Basketball,1.99
Monica Manning,USA,Basketball,1.97
Ronald Chandler,USA,Badminton,1.77
Harry Hernandez,USA,Badminton,1.81
Nicole Nguyen,USA,Badminton,1.87
Sean Smith,USA,Archery,1.73
Brandy Rodriguez,South Korea,Basketball,1.99
Bryan Long,USA,Badminton,1.99
Caleb Glenn,USA,Badminton,1.93
Samantha Sanford,USA,Archery,1.91
Kelly Gordon,USA,Basketball,2.09
Patricia Anderson,USA,Archery,1.56
Johnny Scott,USA,Basketball,2.07
Charles Mason,NZ,Basketball,1.96
Shelby Walker,USA,Archery,1.69
Sheila Foley,Denmark,Badminton,2.01
Timothy Miller,USA,Badminton,1.97
Wayne Brown,South Korea,Badminton,1.95
John Tucker,USA,Basketball,1.99
Kimberly Smith,Denmark,Badminton,1.78
James Wood,Denmark,Archery,1.66
Katherine Garcia,NZ,Archery,1.78
Norman Myers,USA,Archery,1.84
Amanda Brown,USA,Archery,1.68
Nicole Jackson,USA,Badminton,2.07
Andrew Jones,South Korea,Archery,1.72
Donald Smith,USA,Archery,1.79
Omar Garcia,South Korea,Badminton,1.78
Larry Turner,USA,Badminton,1.89
Ms. Lauren Daniel,South Korea,Archery,1.8
Philip Mclean,South Korea,Badminton,1.92
John Dawson,South Korea,Archery,1.74
Tracy Grant,USA,Badminton,1.87
Jacqueline Scott,Denmark,Badminton,1.9
Nancy Castillo,Denmark,Badminton,1.8
Sean Gallegos,South Korea,Badminton,1.84
Amanda Curry,USA,Badminton,1.95
Angela Long,NZ,Archery,1.8
Crystal Hampton,South Korea,Badminton,1.83
Stacey Gibson,NZ,Badminton,1.83
Jeffery Lawrence,USA,Badminton,1.62
Travis Mills,USA,Archery,1.8
Beverly Gentry,USA,Archery,1.69
Jennifer Nash,Denmark,Badminton,2.01
Joshua Gonzalez,USA,Basketball,2.15
Alyssa Miller,USA,Basketball,2.01
Annette Freeman,USA,Archery,1.84
Todd Bailey,USA,Basketball,2.04
Diana Shaw,NZ,Badminton,1.86
Jennifer Delgado,NZ,Badminton,1.78
Heather Russo,Denmark,Basketball,1.97
Adrian Williams,South Korea,Basketball,1.96
Adam Morales,USA,Basketball,2.02
Frank Arroyo,Denmark,Basketball,2.05
Elizabeth Patterson,USA,Basketball,1.99
Scott Webb,South Korea,Basketball,2.13
Dylan Wood,USA,Archery,1.78
Mark Moore,USA,Badminton,1.82
Shaun Mason,Denmark,Basketball,2.16
Emily Stephens,USA,Archery,1.53
Justin Ingram,USA,Archery,1.71
Samantha Brown,USA,Badminton,1.98
Autumn Campbell,USA,Archery,1.71
Robin Washington,South Korea,Badminton,1.7
Robert Russell,NZ,Badminton,2.04
Ryan Fisher,USA,Basketball,1.89
Scott Hampton,South Korea,Badminton,1.81
Travis West,NZ,Badminton,1.85
Evan Cowan,Denmark,Basketball,1.86
Vanessa Herring,USA,Badminton,1.9
Amanda Taylor,South Korea,Archery,1.64
Susan Henderson,South Korea,Archery,1.61
Sandra Woodward,USA,Basketball,1.86
Sara Miller,USA,Badminton,1.91
Hannah Ramirez,USA,Basketball,2.05
David Gordon DVM,South Korea,Badminton,1.75
Joseph James,USA,Archery,1.76
Heather Smith,NZ,Archery,1.65
Kathy Warner,USA,Badminton,1.89
Amanda Walker,USA,Archery,1.65
Elizabeth Mayer,South Korea,Basketball,2.07
Lisa Simpson,USA,Archery,1.8
Omar Garcia,South Korea,Badminton,2.05
Christina Whitaker,USA,Badminton,1.75
Dawn Thompson,South Korea,Basketball,1.9
Ernest Johnston,USA,Archery,1.69
Mrs. Rebecca Soto,USA,Basketball,1.89
Beth Martin,South Korea,Archery,1.61
Adrienne Brennan,USA,Basketball,1.89
Bryan Bolton,South Korea,Archery,1.74
Rachel Cunningham DDS,NZ,Badminton,1.83
Andrew Richardson,South Korea,Archery,1.7
Scott Lucas,Denmark,Archery,1.79
Trevor Alexander,Denmark,Badminton,1.65
Brandon Miller,NZ,Basketball,2.06
Laura Baxter,USA,Basketball,2.25
Whitney Cohen,USA,Archery,1.61
Samantha Moore,USA,Badminton,1.95
Marcus Walsh,USA,Basketball,2.14
Catherine Mccarthy,USA,Archery,1.61
Charles Rodriguez,USA,Archery,1.77
Christopher Johnson,USA,Badminton,1.77
Lauren Johnson,USA,Archery,1.58
Reginald Morales,USA,Basketball,1.99
Olivia Jones,USA,Basketball,1.98
David Cooper,South Korea,Archery,1.78
Gabrielle Kirby,Denmark,Basketball,2.05
Anna Smith MD,USA,Basketball,1.98
Cindy Charles,USA,Badminton,2.3
Maria Andrews,USA,Badminton,1.64
Robin Spears,South Korea,Basketball,2.13
Patrick Garcia,South Korea,Basketball,2.11
Michael Lee,South Korea,Badminton,1.85
Melissa Green,Denmark,Basketball,2.09
Brian Weber,South Korea,Basketball,1.94
Anthony Warren,Denmark,Archery,1.59
Brent Lane,NZ,Basketball,2.0
Christopher Ruiz,South Korea,Archery,1.72
Ashley Clarke,USA,Archery,1.62
Andrew Haas,Denmark,Archery,1.63
Robert Evans,USA,Basketball,1.82
Donna Wang,NZ,Basketball,2.16
Brian Thomas,USA,Archery,1.84
Joan Middleton,USA,Archery,1.71
Jerry Gibson,Denmark,Basketball,2.06
Antonio Smith,South Korea,Archery,1.75
Elizabeth Bennett,Denmark,Archery,1.56
Steven Bailey,USA,Badminton,1.73
Kyle Walter DDS,South Korea,Basketball,2.11
Christopher Ward,South Korea,Archery,1.94
Jeremy Ryan,USA,Archery,1.75
Anne Downs,Denmark,Archery,2.03
Jacob Morgan,USA,Basketball,1.97
Kaylee Burke,USA,Archery,1.75
Sabrina Rasmussen,Denmark,Basketball,1.94
Erin Daniels,NZ,Badminton,1.95
James Davis,USA,Archery,1.61
Mary Crawford,USA,Archery,1.8
Stephen Phillips,USA,Basketball,2.3
John Porter,USA,Badminton,2.05
Gina Harris,South Korea,Badminton,1.78
Christopher Acosta,NZ,Archery,1.86
Monica Riggs,NZ,Badminton,1.96
Mr. Joseph Branch,South Korea,Basketball,2.08
Andrew Sanchez,USA,Archery,1.87
Jason Harris,USA,Badminton,1.86
Briana Cochran,USA,Basketball,1.97
Ryan Medina,South Korea,Basketball,2.01
Robert Myers,USA,Basketball,2.21
Matthew Cox,USA,Archery,1.61
Karen Gray,NZ,Archery,1.71
Justin Mejia,South Korea,Badminton,1.87
Sandra Moore,USA,Archery,1.71
Amanda Perez,USA,Badminton,1.82
Austin Bowman,NZ,Basketball,2.07
Robert Griffin,NZ,Badminton,2.1
Gwendolyn Lopez,South Korea,Archery,1.75
Paul Pope,USA,Archery,1.77
Jeremiah Norman,NZ,Archery,1.75
Sharon Ross,USA,Archery,1.79
Megan Nixon,South Korea,Badminton,1.83
Jose Cole,USA,Badminton,1.83
Anthony Watson,USA,Basketball,1.74
Jordan Barker,USA,Basketball,1.95
Paul Walker,South Korea,Badminton,1.74
Darren Bradley,Denmark,Archery,1.78
Michelle Fritz,NZ,Badminton,2.02
Jason Kramer,NZ,Badminton,1.96
Sydney Cohen,USA,Badminton,1.66
Robert Ramirez,USA,Archery,1.65
Joyce Bowen,USA,Archery,1.63
Yolanda Winters,USA,Basketball,1.89
Kimberly Brock,USA,Basketball,1.78
Tony Pineda,USA,Badminton,1.82
Michael Conway,South Korea,Badminton,1.81
Meredith Owens,USA,Archery,1.64
John Martin,South Korea,Basketball,1.87
Alexis Herrera,USA,Archery,1.85
Craig Hayes,South Korea,Archery,1.79
Jennifer Robinson,Denmark,Basketball,2.04
Jeffery Dominguez,Denmark,Badminton,1.75
Veronica Garrett,USA,Basketball,2.06
William Terry,USA,Archery,1.55
Brian Aguilar,NZ,Badminton,1.87
Janice Smith,USA,Archery,1.66
Pamela Hunt,USA,Archery,1.58
Michelle Gonzales,NZ,Badminton,1.83
Jenny Mckee,South Korea,Basketball,2.24
Jamie Woodard,NZ,Archery,1.7
Craig Jones,NZ,Badminton,1.88
Michelle Camacho,Denmark,Basketball,1.82
Andrew Smith,USA,Badminton,1.85
Frank Castro,Denmark,Basketball,2.02
Adam Hebert,USA,Badminton,1.9
Terry Ryan,South Korea,Badminton,1.81
Willie Ramirez,USA,Badminton,1.82
Shelby Gallegos,Denmark,Archery,1.56
Adam Davis,Denmark,Basketball,1.89
Andrew Cochran,South Korea,Archery,1.65
Andrea Moreno,South Korea,Badminton,1.9
Brian Knight,NZ,Badminton,1.66
Lauren Freeman,USA,Badminton,1.76
Rachel Collins,USA,Basketball,2.19
Stephanie Fitzpatrick,USA,Basketball,2.13
Daniel Cannon,USA,Basketball,1.99
Sandra Wilson,USA,Badminton,1.87
April Copeland,NZ,Basketball,1.86
Michael Hudson,USA,Badminton,1.89
Miranda Monroe,South Korea,Badminton,2.13
Jordan Blair,Denmark,Basketball,2.23
Isaiah Castaneda,USA,Basketball,1.95
Kristie Moyer,USA,Archery,1.58
Andrew Lopez Jr.,USA,Basketball,1.72
Amanda Potter,South Korea,Badminton,1.85
Jennifer Gallegos,NZ,Badminton,1.93
Anthony Guerra,USA,Basketball,2.02
Charles Taylor,USA,Badminton,1.81
Amy Taylor,USA,Badminton,1.86
Michelle Freeman,South Korea,Archery,1.64
Oscar Smith,USA,Archery,1.84
Kimberly Stafford MD,USA,Basketball,2.13
Brandon Lewis,USA,Badminton,1.8
Benjamin Williams,NZ,Basketball,2.25
Monique Lopez,USA,Archery,1.59
Michael Curtis,Denmark,Basketball,2.05
Howard Miller,USA,Basketball,2.0
James Watts,USA,Basketball,1.9
Rebecca Brown,USA,Basketball,1.88
Elizabeth Holland,USA,Badminton,1.7
Randy Mack,USA,Archery,1.63
Danielle Jones,USA,Archery,1.61
Claire Anderson,USA,Archery,1.52
Aaron Mullins,Denmark,Badminton,1.92
John Gomez,USA,Basketball,2.27
Frank Carter,USA,Badminton,1.72
Brian Wright,USA,Badminton,1.86
Tom Scott,USA,Badminton,1.97
Bruce Thornton,South Korea,Archery,1.78
Elizabeth Conner,USA,Basketball,2.04
Sarah Soto,USA,Archery,1.61
Paul Hicks,USA,Basketball,1.9
Melissa Navarro,Denmark,Archery,1.71
Sarah Garcia,USA,Badminton,1.88
Matthew Hogan,Denmark,Basketball,2.15
Tyler Dunn,South Korea,Archery,1.84
Stephanie Mason,USA,Basketball,1.82
Anthony Morgan,NZ,Archery,1.6
Danielle Lopez,NZ,Basketball,2.02
Michael Benitez,South Korea,Basketball,1.82
Christina Evans,USA,Badminton,1.84
Sergio Sweeney,USA,Basketball,2.3
Peter King,USA,Basketball,2.09
Billy Anderson,USA,Archery,1.7
Sierra Howard,USA,Archery,1.65
Amy Hess,Denmark,Basketball,1.83
Tyler Powell,USA,Archery,1.56
Ann Smith,South Korea,Badminton,1.89
Marilyn Brown,South Korea,Badminton,1.62
Jennifer Haynes,USA,Badminton,1.83
Steven Salazar,USA,Badminton,2.04
Carrie Kelley,Denmark,Basketball,1.95
Carrie Walker,South Korea,Basketball,2.04
Sandy Murphy,South Korea,Basketball,2.01
Stephanie Lopez,South Korea,Archery,1.9
Logan Perry,Denmark,Basketball,1.76
Jasmine Diaz,USA,Badminton,1.84
Michelle Hammond,South Korea,Badminton,1.89
Tanya Stone,NZ,Badminton,1.88
Taylor Mccann,South Korea,Basketball,2.04
Lisa Evans,South Korea,Badminton,1.78
Jason Crane,USA,Archery,1.67
Terry Vincent,USA,Archery,1.78
Christopher Smith,South Korea,Archery,1.7
Garrett Riley,USA,Basketball,1.94
Lisa Allen,South Korea,Badminton,1.89
Maurice Mooney,USA,Badminton,2.06
Bryan Lee,USA,Archery,1.83
Stacy Brown,NZ,Basketball,1.99
Bonnie Jenkins,USA,Archery,1.8
Latoya Medina,South Korea,Badminton,1.85
Tiffany Robinson,USA,Badminton,1.78
Bailey Arias,Denmark,Archery,1.5
Logan Johnson,USA,Basketball,2.07
Mike Rosales,Denmark,Basketball,1.92
Allison Simon,USA,Badminton,1.97
Dustin Bernard,NZ,Badminton,1.92
Dr. Tammy Montgomery DDS,USA,Archery,1.63
Nicole Brown,South Korea,Archery,2.01
Robert Mullen,South Korea,Basketball,2.14
Mrs. Megan Lopez,South Korea,Badminton,1.76
Christopher Bryant,Denmark,Basketball,1.81
John Pugh,South Korea,Archery,1.81
Charlotte Griffin,USA,Badminton,1.82
Mark Gordon,NZ,Archery,2.13
Jerry Zimmerman,USA,Badminton,2.04
Jasmine Castro,South Korea,Basketball,1.83
Susan Franklin,South Korea,Badminton,2.1
Monica Mcpherson,USA,Basketball,2.0
Allison Diaz,South Korea,Badminton,1.87
Michael Orr,USA,Archery,1.72
Terry Kelly,USA,Basketball,1.77
Elizabeth Hodges,USA,Badminton,1.87
Robert Baldwin,USA,Archery,1.9
Cody Garcia,USA,Badminton,1.98
Ann Heath,USA,Basketball,2.08
Chad Miller,Denmark,Archery,1.52
Scott Williams,USA,Basketball,2.05
Eric Garrett,South Korea,Badminton,1.88
Aaron Walters,Denmark,Basketball,2.3
Carlos Green,South Korea,Archery,1.61
Thomas Shelton,USA,Badminton,1.9
Joseph Vance,South Korea,Archery,1.57
Devin Garcia,South Korea,Badminton,1.91
Wendy Hernandez,USA,Basketball,2.04
Kevin Hebert,Denmark,Basketball,2.08
Mitchell Oconnell,Denmark,Archery,1.78
Julie Wall,USA,Archery,1.66
Amber Thomas,USA,Basketball,2.05
Michele Hernandez,NZ,Basketball,2.09
Carol Woods,South Korea,Basketball,2.3
Kimberly Stevenson,South Korea,Basketball,1.86
Barry James,USA,Badminton,2.04
John Williams,Denmark,Badminton,1.96
Daniel Rich,USA,Archery,1.7
Ethan Macdonald,USA,Archery,1.66
Trevor Arroyo,USA,Badminton,1.96
Christina Edwards,Denmark,Archery,1.63
Scott Miller,USA,Badminton,1.94
Ricardo Lopez,NZ,Basketball,1.87
Michael Robinson,USA,Archery,1.87
Alexandria Scott,USA,Basketball,1.92
Monica Porter,USA,Archery,1.82
Tracy Myers,USA,Badminton,1.75
Stanley Vang,NZ,Badminton,1.84
Kelly Campbell,USA,Basketball,2.14
Lisa Swanson,USA,Badminton,1.93
Lori Edwards,USA,Badminton,1.86
Jessica Howe,Denmark,Badminton,1.67
Kimberly Welch,South Korea,Archery,1.5
Ashley Landry,USA,Archery,1.72
Veronica Daniel,USA,Archery,1.83
Steven Tran,USA,Badminton,2.08
Joshua Park,South Korea,Basketball,1.84
Kristy Frost,USA,Basketball,2.08
Mario Gaines,South Korea,Archery,1.77
Laura Willis,NZ,Basketball,2.02
Victoria Nixon,South Korea,Badminton,1.87
Lisa Moore,South Korea,Basketball,2.06
Frances Watts,South Korea,Basketball,1.96
Hailey Wilkins,USA,Archery,1.72
Kathy Wade,USA,Basketball,1.89
Mariah Watts,NZ,Basketball,1.97
Ralph Flowers,USA,Badminton,1.92
Kevin Mcdonald,NZ,Archery,1.77
Gregory Rogers,Denmark,Badminton,1.7
Donald Waters,USA,Basketball,2.18
Monica Howard,USA,Archery,1.59
Lisa Johnson,USA,Basketball,2.08
Frederick Larson,NZ,Badminton,1.98
Tammy Patel,South Korea,Archery,1.73
Amy Warner,Denmark,Basketball,1.95
Linda Haynes,USA,Basketball,1.89
Jonathan Peterson,USA,Basketball,2.05
Taylor Stout,Denmark,Archery,1.83
Karen Hicks,South Korea,Basketball,1.98
Mark Duncan,South Korea,Basketball,2.3
Thomas Munoz,South Korea,Basketball,2.08
Susan Johnson,USA,Basketball,2.05
Ronald Daniel,USA,Basketball,2.14
Christian Best,NZ,Archery,1.63
Jessica Roberts,South Korea,Archery,1.75
Keith Guzman,NZ,Badminton,1.68
Scott Salazar,USA,Badminton,1.93
Alexis Medina,USA,Archery,1.71
Eric Rhodes,South Korea,Basketball,2.01
Stacey Santos,USA,Basketball,2.06
David Brown,South Korea,Basketball,1.83
Patricia Owens,USA,Basketball,2.24
Michelle Boone DDS,USA,Badminton,1.96
Brianna Chen,USA,Basketball,2.02
Jeffrey Knight,South Korea,Badminton,1.87
Denise Arnold,South Korea,Badminton,1.98
Stephen Watts,South Korea,Basketball,1.88
Anthony Wright,USA,Archery,1.66
Christopher Neal,Denmark,Archery,1.75
Jessica Butler,USA,Archery,1.62
Sarah Allen,USA,Badminton,1.99
Laurie Brown,USA,Badminton,1.69
Brandon Thomas DDS,Denmark,Badminton,1.88
Brett Mills,USA,Archery,1.67
Sharon Hernandez,NZ,Badminton,2.02
Karen Velazquez,Denmark,Archery,1.85
Richard Hernandez,South Korea,Badminton,2.08
Mark Dennis,USA,Badminton,1.97
Mr. Brian Jefferson Jr.,South Korea,Badminton,1.77
Rodney Scott,South Korea,Archery,1.7
Richard Johnson,NZ,Basketball,1.73
Beth Burke,USA,Archery,1.71
Rita Thompson,NZ,Archery,1.89
April Warren,USA,Basketball,2.24
Robert Warren,Denmark,Archery,1.88
Leslie Holt,USA,Basketball,2.17
Richard Maldonado,USA,Archery,1.7
Daniel Reeves,USA,Archery,1.73
Joe Arnold,Denmark,Badminton,1.93
Pam Morrison,NZ,Basketball,1.89
Sonya Barnes,USA,Basketball,1.91
Dana Schaefer,Denmark,Basketball,1.96
Jason Hammond,South Korea,Badminton,1.96
Larry Maldonado,USA,Badminton,1.86
Mark Moore,USA,Badminton,1.96
Joseph Leon,USA,Archery,1.9
Alex Smith,NZ,Badminton,1.84
Thomas Stone,USA,Badminton,1.73
Robert Gardner,USA,Basketball,2.11
Jared Miller,NZ,Archery,1.69
Melissa Raymond,USA,Badminton,1.99
James Woodward,South Korea,Badminton,2.01
Veronica King,Denmark,Basketball,1.94
Jason Jones,USA,Basketball,2.3
Scott Wu MD,USA,Badminton,1.61
Steven Hobbs,USA,Archery,1.63
James Castaneda,NZ,Archery,1.7
Rhonda Cordova,USA,Archery,1.72
Thomas Hudson,USA,Archery,1.81
Theresa Bowman,USA,Badminton,2.08
Kelli Phillips,USA,Basketball,1.97
Micheal Wheeler,USA,Badminton,1.76
Aimee Benson,USA,Badminton,1.8
David Martinez,USA,Basketball,2.21
Bethany Mosley,USA,Basketball,1.89
Angela Clarke,USA,Archery,1.59
Aaron Woods,USA,Basketball,2.13
Kyle Powell,South Korea,Archery,1.67
Timothy Bowers,NZ,Badminton,1.87
Michael Goodwin,South Korea,Basketball,2.18
Lisa Meyer,USA,Archery,1.73
Morgan Lopez,NZ,Basketball,1.99
Samantha Henson,South Korea,Archery,1.64
Mary Hayes,USA,Badminton,1.96
Sean Barrett,Denmark,Basketball,2.13
Jeremy Williams,South Korea,Badminton,1.84
John Hernandez,South Korea,Basketball,2.09
Valerie Sanchez,South Korea,Archery,1.71
Stacey Shepherd,USA,Archery,1.67
Melvin Nichols,USA,Basketball,2.04
Mrs. Ashley Allen,USA,Archery,1.92
Linda Warner,South Korea,Basketball,2.17
Jessica Moore,Denmark,Archery,1.75
Eric Jones,USA,Basketball,1.71
Aaron Strong,USA,Badminton,1.87
Donald Garza,USA,Badminton,1.72
Brandi Gonzalez,NZ,Archery,1.61
Pamela Thompson,South Korea,Archery,1.72
Brian Richardson,South Korea,Archery,1.69
Joshua Mcdonald,USA,Badminton,1.83
Sherry Avila,USA,Badminton,1.78
Kathleen Harrison,USA,Badminton,1.88
Michael Petersen,USA,Archery,1.83
Robert Murillo,Denmark,Basketball,1.97
Donna Nunez,USA,Badminton,1.97
Kari Flores,South Korea,Basketball,2.09
Joshua Juarez,USA,Archery,1.75
Nicole Brown,South Korea,Archery,1.73
Zachary Fowler,USA,Basketball,1.92
Jessica Gibson,South Korea,Badminton,1.83
Sheila Ruiz,Denmark,Badminton,2.08
Jeffery Sharp,NZ,Badminton,2.3
Brandon Johnson,USA,Badminton,1.8
Haley Foley,Denmark,Basketball,1.99
Tyler Wright,USA,Basketball,2.09
Stephanie Ward,South Korea,Badminton,1.83
Angela Thomas,USA,Archery,1.67
James Miller,USA,Basketball,2.02
Scott Patel,USA,Basketball,2.18
